,Site Name,Upper Age (IntCal20),Lower Age (IntCal20),Stratigraphy (CARD),Context (CARD),Unit Name (Neotoma),Original Age Type,Latitude,Longitude,Citation 1,Citation 2,Citation 3,Citation 4,Citation 5,Citation 6,Citation 7,Citation 8,Citation 9,Citation 10,Citation 11,Citation 12,Citation 13,Data Source
2544,Veratic Rockshelter [10CL3],9535,9485,30,bison rockshelter?,NA,Radiocarbon years BP,44.083333,-112.916667,Keene 2016 (diss),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2545,Veratic Rockshelter [10CL3],6872,4484,NA,NA,Layer 29,Radiocarbon years BP,44.083333,-112.916667,"Fergusson, G. J., and W. F. Libby. 1963. UCLA radiocarbon dates II. Radiocarbon 5:1-22.","Swanson, E. H. 1972. Birch Creek: human ecology in the cool desert of the northern Rocky Mountains 9,000 B.C.-A.D. 1950. Idaho State University Press, Pocatello.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2546,Veratic Rockshelter [10CL3],5139,3589,NA,NA,Layer 27,Radiocarbon years BP,44.083333,-112.916667,"Fergusson, G. J., and W. F. Libby. 1963. UCLA radiocarbon dates II. Radiocarbon 5:1-22.","Swanson, E. H. 1972. Birch Creek: human ecology in the cool desert of the northern Rocky Mountains 9,000 B.C.-A.D. 1950. Idaho State University Press, Pocatello.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2547,Veratic Rockshelter [10CL3],4484,3031,NA,NA,Layer 25-26,Radiocarbon years BP,44.083333,-112.916667,"Fergusson, G. J., and W. F. Libby. 1963. UCLA radiocarbon dates II. Radiocarbon 5:1-22.","Swanson, E. H. 1972. Birch Creek: human ecology in the cool desert of the northern Rocky Mountains 9,000 B.C.-A.D. 1950. Idaho State University Press, Pocatello.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2548,Veratic Rockshelter [10CL3],3764,3031,NA,NA,Layer 24,Radiocarbon years BP,44.083333,-112.916667,"Fergusson, G. J., and W. F. Libby. 1963. UCLA radiocarbon dates II. Radiocarbon 5:1-22.","Swanson, E. H. 1972. Birch Creek: human ecology in the cool desert of the northern Rocky Mountains 9,000 B.C.-A.D. 1950. Idaho State University Press, Pocatello.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2549,Veratic Rockshelter [10CL3],3062,459,NA,NA,Layer 21-23,Radiocarbon years BP,44.083333,-112.916667,"Fergusson, G. J., and W. F. Libby. 1963. UCLA radiocarbon dates II. Radiocarbon 5:1-22.","Swanson, E. H. 1972. Birch Creek: human ecology in the cool desert of the northern Rocky Mountains 9,000 B.C.-A.D. 1950. Idaho State University Press, Pocatello.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2550,Veratic Rockshelter [10CL3],840,125,NA,NA,Layer 19,Radiocarbon years BP,44.083333,-112.916667,"Fergusson, G. J., and W. F. Libby. 1963. UCLA radiocarbon dates II. Radiocarbon 5:1-22.","Swanson, E. H. 1972. Birch Creek: human ecology in the cool desert of the northern Rocky Mountains 9,000 B.C.-A.D. 1950. Idaho State University Press, Pocatello.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2551,Veratic Rockshelter [10CL3],459,54,NA,NA,Layer 15,Radiocarbon years BP,44.083333,-112.916667,"Fergusson, G. J., and W. F. Libby. 1963. UCLA radiocarbon dates II. Radiocarbon 5:1-22.","Swanson, E. H. 1972. Birch Creek: human ecology in the cool desert of the northern Rocky Mountains 9,000 B.C.-A.D. 1950. Idaho State University Press, Pocatello.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2552,Vermilion Lakes Site Locality A [EhPv-8],15022,10627,NA,NA,Stratum 20,Radiocarbon years BP,51.166667,-115.65,"Fedje, D.W., J.M. White, M.C. Wilson, D.E. Nelson, J.S. Vogel, and J.R. Southon. 1995. Vermilion Lakes site: adaptations and environments in the Canadian Rockies during the latest Pleistocene and Early Holocene. American Antiquity 60(1):81-108.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2553,Vermilion Lakes Site Locality A [EhPv-8],11761,11441,Group 2,"Locality A, occupation 8, unit 153R12, middle cultural layer in lower silt unit",NA,Radiocarbon years BP,51.166667,-115.65,"Fedje, 1986","Fedje et al., 1995",Faunmap 2975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2554,Vermillion Bluffs Bison Trap [5MF4313],1109,989,NA,Bison bone collagen from sinkhole.,NA,Radiocarbon years BP,40.608316,-108.202444,OAHP FILES 2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2555,Vermillion Bluffs Bison Trap [5MF4313],807,647,NA,Bison bone collagen from sinkhole.,NA,Radiocarbon years BP,40.608316,-108.202444,OAHP FILES 2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2556,Versluice Meadows,5387,5357,NA,NA,NA,Radiocarbon years BP,60.773,-135.141,"Heintzman et al., 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary
2557,Vista Shelter [23SR20],991,582,NA,NA,Assemblage,Radiocarbon years BP,38,-93.616667,"Wood, W.R. 1968. Mississippian hunting and butchering patterns: bone from the Vista Shelter, 23SR-20, Missouri. American Antiquity 8(2):170-179.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2558,Vore [48CK302],459,169,NA,NA,Assemblage,Radiocarbon years BP,44.5,-104.116667,"Reher, C. A., and G. C. Frison. 1980. The Vore site (48CK302): a stratified buffalo jump in the Wyoming Black Hills. Plains Anthropologist Memoir 16:1-190.","Walker, D. N. 1975. Non-“bison” remains from the Vore Bison Jump, Crook County, Wyoming. Plains Anthropologist 20(69):217-224.","Walker, D. N. 1980. The Vore site local fauna. Plains Anthropologist Memoir 16:154-169.","Walker, D. N. 1987. Late Pleistocene/Holocene environmental changes in Wyoming: the mammalian record. Pages 334-393 in Late Quaternary mammalian biogeography and environments of the Great Plains and prairies (R. W. Graham, H. A. Semken, Jr., and M. A. Graham, editors), Illinois State Museum Scientific Papers 22.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2559,Vossburg [21FA2],841,298,NA,NA,Assemblage,Radiocarbon years BP,43.75,-94.116667,"Anfinson, S. F. 1986. Prehistoric subsistence-settlement patterns in the Prairie Lake region. Pages 8-15 in The prairie: past, present and future: proceedings of the ninth North American prairie conference (G. K. Clambey and R. H. Pemble, editors). Tri-College University, Center for Environmental Studies, Fargo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2560,Waddells Mill Pond [8JA65],545,298,NA,NA,Occupation,Radiocarbon years BP,30.866667,-85.25,"Gardner, W. M. 1966. The Waddells Mill Pond site. Florida Anthropologist 19(2):43-60.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2561,Waggle Springs [DkLw-?],7397,7197,NA,"calcareous silt and clay, eroded from alluvium, stratigraphic position uncertain",NA,Radiocarbon years BP,49.783333,-99.716667,"Harington, 2003: 432","Morlan et al., 2000: 147","M.C. Wilson, unpublished report to E. Nielsen, 1984",Faunmap 3852,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2562,Wahkpa Chu'gn Bison Kill [24HL101],2115,1975,NA,NA,NA,Radiocarbon years BP,48.628363,-110.10562,"Brumley, 1975"," Davis, 1976, 1982"," Davis and Stallcop, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2563,Wahkpa Chu'gn Bison Kill [24HL101],2005,1865,NA,NA,NA,Radiocarbon years BP,48.628363,-110.10562,"Brumley, 1975"," Davis, 1976, 1982"," Davis and Stallcop, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2564,Wahkpa Chu'gn Bison Kill [24HL101],1885,1705,NA,NA,NA,Radiocarbon years BP,48.628363,-110.10562,"Brumley, 1975"," Davis, 1976, 1982"," Davis and Stallcop, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2565,Wahkpa Chu'gn Bison Kill [24HL101],1860,1640,NA,NA,NA,Radiocarbon years BP,48.628363,-110.10562,"Brumley, 1975"," Davis, 1976, 1982"," Davis and Stallcop, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2566,Wahkpa Chu'gn Bison Kill [24HL101],1852,1672,NA,NA,NA,Radiocarbon years BP,48.628363,-110.10562,"Brumley, 1975"," Davis, 1976, 1982"," Davis and Stallcop, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2567,Wahkpa Chu'gn Bison Kill [24HL101],1829,1589,NA,NA,NA,Radiocarbon years BP,48.628363,-110.10562,"Brumley, 1975"," Davis, 1976, 1982"," Davis and Stallcop, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2568,Wahkpa Chu'gn Bison Kill [24HL101],1730,1690,NA,"Occupation I, Display house #5",NA,Radiocarbon years BP,48.628363,-110.10562,"Puseman 2011-AMS radiocarbon dating of charcoal and bone from the Wahkpa Chu'gn Bison Kill site, MT (Report 2011-162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2569,Wahkpa Chu'gn Bison Kill [24HL101],1670,1630,NA,"Occupation II, Display house #5",NA,Radiocarbon years BP,48.628363,-110.10562,"Puseman 2011-AMS radiocarbon dating of charcoal and bone from the Wahkpa Chu'gn Bison Kill site, MT (Report 2011-162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2570,Wahkpa Chu'gn Bison Kill [24HL101],1657,1617,NA,"Unit 1, Feature 5",NA,Radiocarbon years BP,48.628363,-110.10562,"Puseman 2011-AMS radiocarbon dating of charcoal and bone from the Wahkpa Chu'gn Bison Kill site, MT (Report 2011-162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2571,Wahkpa Chu'gn Bison Kill [24HL101],1455,1295,NA,NA,NA,Radiocarbon years BP,48.628363,-110.10562,"Brumley, 1975"," Davis, 1976, 1982"," Davis and Stallcop, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2572,Wahkpa Chu'gn Bison Kill [24HL101],1444,1244,NA,NA,NA,Radiocarbon years BP,48.628363,-110.10562,"Brumley, 1975"," Davis, 1976, 1982"," Davis and Stallcop, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2573,Wahkpa Chu'gn Bison Kill [24HL101],1262,862,NA,NA,NA,Radiocarbon years BP,48.628363,-110.10562,"Brumley, 1975"," Reeves, 1983: 263"," Davis, 1976, 1982"," Davis and Stallcop, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2574,Wahkpa Chu'gn Bison Kill [24HL101],987,787,NA,NA,NA,Radiocarbon years BP,48.628363,-110.10562,"Brumley, 1975"," Davis, 1976, 1982"," Davis and Stallcop, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2575,Wahkpa Chu'gn Bison Kill [24HL101],938,738,NA,NA,NA,Radiocarbon years BP,48.628363,-110.10562,"Brumley, 1975"," Davis, 1976, 1982"," Davis and Stallcop, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2576,Wahkpa Chu'gn Bison Kill [24HL101],853,813,NA,"Occupation II, Display house #5",NA,Radiocarbon years BP,48.628363,-110.10562,"Puseman 2011-AMS radiocarbon dating of charcoal and bone from the Wahkpa Chu'gn Bison Kill site, MT (Report 2011-162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2577,Wahkpa Chu'gn Bison Kill [24HL101],699,519,NA,NA,NA,Radiocarbon years BP,48.628363,-110.10562,"Brumley, 1975"," Davis, 1976, 1982"," Davis and Stallcop, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2578,Wahkpa Chu'gn Bison Kill [24HL101],410,370,NA,Display house #5,NA,Radiocarbon years BP,48.628363,-110.10562,"Puseman 2011-AMS radiocarbon dating of charcoal and bone from the Wahkpa Chu'gn Bison Kill site, MT (Report 2011-162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2579,Waldon Ranch [DkPm-VP],2587,2307,NA,bone bed in east bank of a dry coulee,NA,Radiocarbon years BP,49.758333,-114.091667,"Harington, 2003: 440","Crane and Griffin, 1968","Wagner, 1966",Faunmap 3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2580,Walker-Gilmore [25CC28],947,581,NA,NA,Assemblage,Radiocarbon years BP,40.9,-95.833333,"Semken, H.A., Jr., and C.R. Falk. 1987. Late Pleistocene/Holocene mammalian faunas and environmental changes on the northern plains of the United States. Pages 176-313 in R.W. Graham, H.A. Semken, Jr., and M.A. Graham, editors. Late Quaternary mammalian biogeography and environments of the Great Plains and prairies. Scientific Papers 22. Illinois State Museum, Springfield, Illinois, USA.","Haas, D. R. 1983. Walker Gilmore: a stratified Woodland period occupation in eastern Nebraska. University of Nebraska, Division of Archaeological Research, Department of Anthropology, Notebook 6:1-260.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2581,Wall Ridge [13ML176],1105,707,NA,NA,Assemblage,Radiocarbon years BP,41.116667,-95.783333,"Croft, D. A., and H. A. Semken. 1992. Minimal number of individuals, with 1992 additions, for the Indian School (39HU10) local fauna, Hughes County, South Dakota. Augustana College Archeology Laboratory, Sioux Falls.","Green, W., editor. 1990. Glenwood culture paleoenvironment and diet: analysis of plant and animal remains from the Wall Ridge Earthlodge (13ML176), Mills County, Iowa. University of Iowa, Office of the State Archaeologist, Research Papers 15.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2582,Wallman Bison [26HU58],12896,10199,NA,NA,Assemblage,Radiocarbon years BP,41.25,-118.75,"Dansie, A. J., J. O. Davis, and T. W. Stafford, Jr. 1988. The Wizards Beach recession: Farmdalian (25,500 yr B.P.) vertebrate fossils co-occur with early Holocene artifacts. Pages 153-200 in Early human occupation in far western North America: the Clovis-Archaic interface (J. A. Willig, C. M. Aikens, and J. L. Fagan, editors), Nevada State Museum Anthropological Papers 21.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2583,Wallman Bison [26HU58],11255,11155,NA,NA,NA,Radiocarbon years BP,41.25,-118.75,Dansie and Jerrems 1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2584,Wallman Bison [26HU58],6238,5778,NA,Black Rock Desert,NA,Radiocarbon years BP,41.25,-118.75,CARD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2585,Wally's Beach [DhPg-8],13117,12937,NA,erosion surface exposed by wave and wind action on the floor of the St. Mary reservoir,NA,Radiocarbon years BP,49.316667,-113.15,"Harington, 2003: 424","Kooyman et al., 2001",Faunmap 4410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2586,Walth Bay [39WW203],8125,7705,NA,"adjacent to test 10, 1.5-1.6 m depth, cultural zone A, with buried soil horizon IIIA3B containing late Palaeoindian material",NA,Radiocarbon years BP,45.4125,-100.275,"Tucek, 1977: 253","Ahler et al., 1974","Semken and Falk, 1987, 1991",Faunmap 423,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2587,Walth Bay [39WW203],507,401,NA,NA,Zone D,Radiocarbon years BP,45.4125,-100.275,"Semken, H.A., Jr., and C.R. Falk. 1987. Late Pleistocene/Holocene mammalian faunas and environmental changes on the northern plains of the United States. Pages 176-313 in R.W. Graham, H.A. Semken, Jr., and M.A. Graham, editors. Late Quaternary mammalian biogeography and environments of the Great Plains and prairies. Scientific Papers 22. Illinois State Museum, Springfield, Illinois, USA.","Ahler, S. A., D. K. Davies, C. R. Falk, and D. B. Madsen. 1974. Holocene stratigraphy and archaeology in the middle Missouri River trench, South Dakota. Science 184:905-908.","Semken, H. A., Jr. n.d. Vertebrate remains from Coldwater Cave, northeastern Iowa. Ms. on file, University of Iowa, Iowa City.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2588,Wapiti Sakihtaw [DiLw-12],1619,1469,NA,"lower Levels 4-5, 15-25 cm depth",NA,Radiocarbon years BP,49.416667,-99.75,"Scribe, 1996","Scribe and Nicholson, 1994",Faunmap 3847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2589,Wapiti Sakihtaw [DiLw-12],1214,1064,NA,"upper Levels 2-3, 5-15 cm depth",NA,Radiocarbon years BP,49.416667,-99.75,"Scribe, 1996","Scribe and Nicholson, 1994",Faunmap 3847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2590,Wardell Buffalo Trap [48SU301],1106,920,NA,NA,Assemblage,Radiocarbon years BP,42.5,-110,"Frison, G. C. 1973. The Wardell Buffalo Trap 48SU301: communal procurement in the upper Green River Basin, Wyoming. University of Michigan, Museum of Anthropology, Anthropological Papers 48.","Hill, M. G. 1991. Non-Bison fauna from the late Prehistoric Glenrock (48CO304) and Wardell (48SU301) sites. Ms. on file, University of Wyoming, Department of Anthropology, Laramie.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2591,Warner Mound [21PL6],1535,1022,NA,NA,Assemblage,Radiocarbon years BP,47.5,-96.25,"Lukens, P. W. , Jr. 1963. Some ethnozoological implications of mammalian faunas from Minnesota archeological sites. Ph.D. dissertation, University of Minnesota, Minneapolis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2592,Wasden Site [Owl Cave],12584,12514,NA,NA,NA,Radiocarbon years BP,43.6037,-112.3914,Henrikson et al. 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2593,Wasden Site [Owl Cave],12465,12265,470-480 cm,"4.70-4.80 m depth, with fluted points",NA,Radiocarbon years BP,43.6037,-112.3914,"Bryan and Tuohy, 1999","Butler, 1968, 1969","Miller, 1989","Miller and Dort, 1978","Stanford, 1999","Willig and Aikens, 1988",Faunmap 1497,Plew and Pavesic 1982,"Lundelius et al., 1983: Site 111",NA,NA,NA,NA,CARD
2594,Wasden Site [Owl Cave],11954,11614,452-454 cm,"4.52-4.54 m depth, with fluted points",NA,Radiocarbon years BP,43.6037,-112.3914,"Bryan and Tuohy, 1999","Butler, 1968, 1969","Miller, 1989","Miller and Dort, 1978","Stanford, 1999","Willig and Aikens, 1988",Faunmap 1497,Plew and Pavesic 1982,NA,NA,NA,NA,NA,CARD
2595,Wasden Site [Owl Cave],11222,10992,510 cm,"5.10 m depth, with fluted points",NA,Radiocarbon years BP,43.6037,-112.3914,"Bryan and Tuohy, 1999","Butler, 1968, 1969","Miller, 1989","Miller and Dort, 1978","Stanford, 1999","Willig and Aikens, 1988",Faunmap 1497,Plew and Pavesic 1982,NA,NA,NA,NA,NA,CARD
2596,Wasden Site [Owl Cave],9078,7571,NA,NA,Bison Bone Layer,Radiocarbon years BP,43.6037,-112.3914,"Butler, B. R. 1969. More information on the frozen ground features and further interpretation of the small mammal sequence at the Wasden site (Owl Cave), Bonneville County, Idaho. Tebiwa 12:58-63.","Butler, B. R. 1978. A guide to understanding Idaho archaeology (third edition): the upper Snake and Salmon River country. Idaho Museum of Natural History Special Publication, Pocatello.","Guilday, J.E. 1969. Small mammal remains from the Wasden site (Owl Cave), Bonneville County, Idaho. Tebiwa 12(1):47-57.","Sheppard, J. C., and R. M. Chatters. 1976. Washington University natural radiocarbon measurements II. Radiocarbon 18:140-149.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2597,Wasden Site [Owl Cave],8929,8769,NA,Bison bone,NA,Radiocarbon years BP,43.6037,-112.3914,"Miller and Dort, 1978","Butler, 1969, 1978","Dort, 1968",Butler 1971a (arbitrary 10% error added since not reported),NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2598,Waterton Lakes National Park,852,794,NA,NA,NA,Radiocarbon years BP,49.1,-113.9,"Heintzman et al., 2016","Shapiro et al., 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary
2599,Waterton Lakes National Park,1253,1189,NA,NA,NA,Radiocarbon years BP,49.1,-113.9,"Heintzman et al., 2016","Shapiro et al., 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary
2600,Watino bison [GkQj-?],13095,12745,NA,lower terrace,NA,Radiocarbon years BP,55.716667,-117.625,"Wilson, 1996","Harington, 2003: 424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2601,Watino bison [GkQj-?],11975,11775,NA,"Upper Pucci gravel pit, near the base of alluvial sand and gravel forming the second terrace 40 m above the river and 130 m below the prairie level",NA,Radiocarbon years BP,55.716667,-117.625,"Harington, 2003: 422","Burns, 1986","Lowdon and Blake, 1979","Wilson, 1996","Churcher and Wilson, 1979",Faunmap 4056,NA,NA,NA,NA,NA,NA,NA,CARD
2602,Watino bison [GkQj-?],11975,11775,NA,"Upper Pucci gravel pit, near the base of alluvial sand and gravel forming the second terrace 40 m above the river and 130 m below the prairie level",NA,Radiocarbon years BP,55.716667,-117.625,"Harington, 2003: 422","Burns, 1986","Lowdon and Blake, 1979","Wilson, 1996","Churcher and Wilson, 1979",Faunmap 4056,NA,NA,NA,NA,NA,NA,NA,CARD
2603,Watino bison [GkQj-?],11799,11359,NA,"Wakaluk gravel pit on the middle terrace of three terraces, on medium-grained brown sand",NA,Radiocarbon years BP,55.716667,-117.625,"Burns, 1986, p.c. 1999","Harington, 2003: 405","Wilson, 1996",Faunmap 4055,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2604,Wedding of the Waters [48HO301],1520,524,NA,NA,Level IV,Radiocarbon years BP,43.5,-108.116667,"Frison, G. C. 1962. Wedding of the Waters Cave, 48HO301, a stratified site in the Big Horn Basin of northern Wyoming. Plains Anthropologist 7:246-265.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2605,Wedding of the Waters [48HO301],1686,1356,NA,NA,Level II,Radiocarbon years BP,43.5,-108.116667,"Frison, G. C. 1962. Wedding of the Waters Cave, 48HO301, a stratified site in the Big Horn Basin of northern Wyoming. Plains Anthropologist 7:246-265.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2606,Weis Rockshelter [10IH66],7571,5415,NA,NA,Stratum 5E,Radiocarbon years BP,45.866667,-116.25,"Butler, B. R. 1962. Contributions to the prehistory of the Columbia Plateau: a report on excavations in the Palouse and Craig Mountain sections. Idaho State College Museum Occasional Paper 9.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2607,Welsch,9481,9241,NA,"bone bed, 180 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Harington, 2003: 429","Van Dyke and Unfreed, 1992",Faunmap 4955,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2608,Welsch,9459,9239,NA,"bone bed, 187 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Harington, 2003: 429","Van Dyke and Unfreed, 1992",Faunmap 4955,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2609,Welsch,9295,9075,NA,"bone bed, 220 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Harington, 2003: 429","Van Dyke and Unfreed, 1992",Faunmap 4955,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2610,Welsch,9278,9038,NA,"bone bed, 160 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Harington, 2003: 429","Van Dyke and Unfreed, 1992",Faunmap 4955,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2611,Welsch,9256,9036,NA,"bone bed, 180 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Harington, 2003: 429","Van Dyke and Unfreed, 1992",Faunmap 4955,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2612,Welsch,9242,9022,NA,"bone bed, 220 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Harington, 2003: 429","Van Dyke and Unfreed, 1992",Faunmap 4955,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2613,Welsch,9228,9008,NA,"bone bed, 160 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Harington, 2003: 429","Van Dyke and Unfreed, 1992",Faunmap 4955,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2614,Welsch,9184,8964,NA,"bone bed, 170-180 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Harington, 2003: 429","Van Dyke and Unfreed, 1992",Faunmap 4955,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2615,Welsch,9150,8930,NA,"bone bed, 184-191 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,"Harington, 2003: 430",NA,NA,NA,NA,NA,NA,NA,NA,CARD
2616,Welsch,9112,8892,NA,"bone bed, 125 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,"Harington, 2003: 430",NA,NA,NA,NA,NA,NA,NA,NA,CARD
2617,Welsch,9030,8670,Level 21,"Level 21, 200-214 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,"Harington, 2003: 430",NA,NA,NA,NA,NA,NA,NA,NA,CARD
2618,Welsch,8975,8735,NA,"bone bed, 151-160 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,"Harington, 2003: 430",NA,NA,NA,NA,NA,NA,NA,NA,CARD
2619,Welsch,8942,8722,NA,"bone bed, 172 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,"Harington, 2003: 430",NA,NA,NA,NA,NA,NA,NA,NA,CARD
2620,Welsch,8872,8612,Level 19,"Level 19, 188 cm depth (Beaudoin); thin palaeosol overlying a possible variant of the Pryor Stemmed type at 150-160 cm depth (Van Dyke, et al.)",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,"Harington, 2003: 430",NA,NA,NA,NA,NA,NA,NA,NA,CARD
2621,Welsch,8872,8672,NA,"bone bed, 170 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,"Harington, 2003: 430",NA,NA,NA,NA,NA,NA,NA,NA,CARD
